repo,number,title,state,created_at,closed_at,labels
langchain-ai/langgraph,6265,"When langgraph's stream_mode includes custom, the cached results do not contain custom data.",open,2025-10-10 11:14:45,,"enhancement,question,requires design"
langchain-ai/langgraph,6262,docs(langgraph): fixing human_in_the_loop demo code,closed,2025-10-10 05:47:18,2025-10-16 11:18:09,
langchain-ai/langgraph,6279,[langgraph]: graph.get_state_history(config) cannot output the complete snapshot history,closed,2025-10-10 03:28:01,2025-10-14 22:48:38,
langchain-ai/langgraph,6261,"fix: Revert ""fix(cli): rename studio to debugger (#6246)""",closed,2025-10-09 23:29:29,2025-10-09 23:35:36,
langchain-ai/langgraph,6260,docs: style linting,closed,2025-10-09 23:25:14,2025-10-16 11:25:50,
langchain-ai/langgraph,6259,docs: relocate init args to `__init__`,closed,2025-10-09 21:45:50,2025-10-16 11:11:42,"documentation,v1"
langchain-ai/langgraph,6258,[DRAFT] feat(prebuilt): add pre/post hooks for structured response in create_react_agent,closed,2025-10-09 18:10:35,2025-10-16 11:17:03,
langchain-ai/langgraph,6257,chore(langgraph): bump langgraph version,closed,2025-10-09 15:55:22,2025-10-09 16:39:43,
langchain-ai/langgraph,6254,feat(langgraph): optimize interrupt task scheduling,closed,2025-10-08 22:50:37,2025-10-24 23:09:36,
langchain-ai/langgraph,6252,fix(langgraph): revert selective interrupt task scheduling,closed,2025-10-08 16:08:56,2025-10-08 19:34:02,
langchain-ai/langgraph,6251,chore(cli): bump to 0.4.3,closed,2025-10-08 15:25:48,2025-10-08 15:31:54,
langchain-ai/langgraph,6250,Fix Command goto routing to execute exclusively (#6248),closed,2025-10-08 12:26:12,2025-10-08 21:03:36,
langchain-ai/langgraph,6249,Fix Command goto routing to execute exclusively (#6248),closed,2025-10-08 12:17:45,2025-10-08 21:19:13,
langchain-ai/langgraph,6248,Command goto not routing correctly in astream,closed,2025-10-08 07:19:33,2025-11-07 23:57:48,"bug,pending"
langchain-ai/langgraph,6247,langgraph.cache.redis.RedisCache does not work with async redis client,open,2025-10-08 03:02:55,,"bug,pending"
langchain-ai/langgraph,6246,fix(cli): rename studio to debugger,closed,2025-10-08 00:04:53,2025-10-08 16:40:27,
langchain-ai/langgraph,6245,chore(langgraph): bump version,closed,2025-10-07 19:47:02,2025-10-07 20:45:25,
langchain-ai/langgraph,6244,chore(checkpoint): bump patch version,closed,2025-10-07 00:51:51,2025-10-07 17:41:25,
langchain-ai/langgraph,6243,chore(cli): re-word schema arguments,closed,2025-10-06 23:28:05,2025-10-16 12:28:10,
langchain-ai/langgraph,6242,docs: Update old LDP site redirects to Platform docs merge,closed,2025-10-06 19:06:26,2025-10-14 14:23:20,
langchain-ai/langgraph,6241,LangGraph CLI treats InjectedState as required tool parameter and fails the validation,closed,2025-10-06 16:42:55,2025-11-08 00:48:53,"bug,pending"
langchain-ai/langgraph,6240,TypeError in InMemoryStore.alist_namespaces when namespace contains None values,closed,2025-10-06 09:43:16,2025-11-08 00:01:34,"bug,pending"
langchain-ai/langgraph,6239,thread_id too long for Postgres checkpoint,open,2025-10-06 08:12:52,,documentation
langchain-ai/langgraph,6237,chore(deps): upgrade dependencies with `uv lock --upgrade`,closed,2025-10-05 00:35:16,2025-10-16 11:13:39,dependencies
langchain-ai/langgraph,6236,fix(checkpoint): handle metadata.writes when serializing old checkpoints with Jsonb,closed,2025-10-03 22:52:52,2025-10-06 18:27:35,
langchain-ai/langgraph,6235,React agent returns empty response,closed,2025-10-03 08:14:46,2025-11-07 12:10:20,"bug,pending"
langchain-ai/langgraph,6234,Fix incorrect escape sequence in regular expression in `base.py`.,open,2025-10-01 20:56:55,,
langchain-ai/langgraph,6233,fix(langgraph): task result from stream mode debug / tasks should match format from get_state_history / get_state,closed,2025-10-01 02:20:45,2025-10-03 16:06:59,
langchain-ai/langgraph,6232,feat(langgraph): supports calling (multiple) handoffs and non-handoff tools at the same time,closed,2025-10-01 00:03:11,2025-11-07 12:48:48,
langchain-ai/langgraph,6228,docs(docs): remove duplicate code blocks in human-in-the-loop tutorial,closed,2025-09-30 20:57:23,2025-10-16 12:02:32,
langchain-ai/langgraph,6226,"chore: update `langchain-core` dependency version constraints, bump lock",closed,2025-09-30 17:35:47,2025-10-16 11:04:00,
langchain-ai/langgraph,6224,"Agent created with `create_react_agent` does not retain private state properties passed from earlier nodes in the graph, causing validation error",closed,2025-09-30 05:28:51,2025-11-07 10:53:47,"bug,pending"
langchain-ai/langgraph,6223,fix(langgraph): fix nested subgraph checkpoint replay,closed,2025-09-30 02:22:45,2025-09-30 18:33:58,
langchain-ai/langgraph,6214,Improve LG/chain tracing devex,open,2025-09-29 06:36:47,,enhancement
langchain-ai/langgraph,6213,/join endpoint returns HTTP 200 with error payload instead of proper HTTP error status codes,open,2025-09-29 05:37:17,,"bug,pending"
langchain-ai/langgraph,6212,Anthropic's web_Search server tool not supported by create_react_agent,closed,2025-09-28 15:46:22,2025-11-07 12:10:03,"bug,pending"
langchain-ai/langgraph,6209,fix(langgraph): accept Sequence[...] for Messages,open,2025-09-26 16:59:05,,
langchain-ai/langgraph,6207,Type checker error: langgraph.message:add_messages doesn’t accept list[BaseMessage],open,2025-09-26 16:26:27,,"bug,pending"
langchain-ai/langgraph,6203,feat(prebuilt): allow passing tool_bind_kwargs through create_react_agent,closed,2025-09-26 09:18:45,2025-09-29 09:52:12,
langchain-ai/langgraph,6202,Frontend stops receiving stream events midway but the stream continues on langsmith,open,2025-09-26 06:22:42,,"bug,pending"
langchain-ai/langgraph,6195,fix(langgraph): fix supersteps not populating task.result field,closed,2025-09-25 01:15:13,2025-09-30 19:52:59,
langchain-ai/langgraph,6192,test(checkpoint): add network timeout test for Redis cache,open,2025-09-24 21:35:31,,
langchain-ai/langgraph,6182,Error in openapi.json schema,open,2025-09-23 11:29:51,,"bug,pending"
langchain-ai/langgraph,6178,aiosqlite.Connection does not have is_alive attribute,closed,2025-09-22 13:49:29,2025-09-22 14:07:50,"bug,pending"
langchain-ai/langgraph,6445,AddableUpdatesDict does not support right-side addition,open,2025-09-22 02:28:11,,bug
langchain-ai/langgraph,6174,TypeError: '<=' not supported between instances of 'int' and 'str',closed,2025-09-20 01:02:07,2025-11-07 21:17:02,"bug,pending"
langchain-ai/langgraph,6170,More robust error handling for nodes,open,2025-09-19 19:39:58,,enhancement
langchain-ai/langgraph,6160,refactor(checkpoint): renaming checkpoint savers to checkpointers for consistency,closed,2025-09-17 11:27:51,2025-10-06 20:21:50,
langchain-ai/langgraph,6158,fix(langgraph): selective interrupt task scheduling,closed,2025-09-17 02:47:19,2025-10-06 20:11:53,
langchain-ai/langgraph,6154,fix(checkpoint-postgres): ensure vector extension is created only if not exists,closed,2025-09-16 14:23:21,2025-11-07 16:42:16,
langchain-ai/langgraph,6139,fix(prebuilt): ignore nested warnings as a result of subclassing,closed,2025-09-12 15:10:12,2025-09-14 23:32:31,
langchain-ai/langgraph,6132,Refactor injection logic,closed,2025-09-11 14:57:17,2025-11-07 20:06:55,
langchain-ai/langgraph,6123,rename `BaseCheckpointSaver`,closed,2025-09-10 11:56:13,2025-10-06 20:20:00,change
langchain-ai/langgraph,6115,ainvoke/invoke method in RemoteGraph lacks context parameter — how to pass execution context remotely?,open,2025-09-09 13:57:02,,bug
langchain-ai/langgraph,6412,`ToolNode` `ainvoke` freezes if `sse_read_timeout`,open,2025-09-08 20:12:35,,"bug,help wanted"
langchain-ai/langgraph,6104,PostgresSaver doesn't work,closed,2025-09-08 14:27:41,2025-09-12 23:05:19,"bug,pending"
langchain-ai/langgraph,6103,"fix: generic type args should be serialized for de-serialization, clo…",closed,2025-09-08 10:57:42,2025-10-16 11:11:25,
langchain-ai/langgraph,6102,jsonplus cannot deserialize generic pydantic(v2) types correctly,open,2025-09-08 10:32:13,,"enhancement,checkpointer"
langchain-ai/langgraph,6095,fix(langgraph): task result from stream mode debug / tasks should match format from getStateHistory / getState,closed,2025-09-07 23:16:10,2025-10-03 16:08:57,
langchain-ai/langgraph,6093,release(langgraph): v1 working branch,closed,2025-09-07 16:54:32,2025-10-16 11:11:23,
langchain-ai/langgraph,6073,task result from stream mode debug / tasks should match format from get_state_history / get_state,closed,2025-09-03 19:51:43,2025-10-03 16:07:28,bug
langchain-ai/langgraph,6062,LangGraph V1 Alpha! 🚀 ,closed,2025-09-02 16:34:55,2025-11-07 21:17:37,
langchain-ai/langgraph,6052,DOC: Add a link for viewing older versions of the LangGraph documentation,closed,2025-09-01 06:51:37,2025-09-09 18:03:40,documentation
langchain-ai/langgraph,6037,Error: transfer_back_to_supervisor is not a valid tool,closed,2025-08-28 17:50:41,2025-11-07 12:09:12,"bug,pending"
langchain-ai/langgraph,6019,Please publish releases for all components affected by the Redis caching feature,open,2025-08-26 18:07:41,,"bug,pending"
langchain-ai/langgraph,6005,Langgraph's defer=True logic (or way of doing things) doesn't solve much and is fundamentally broken,closed,2025-08-25 11:10:19,2025-09-10 22:52:16,"bug,pending"
langchain-ai/langgraph,6003,LangGraph: Checkpointer causes MySQL collation errors (1267/1366) + Hindi TTS loses Devanagari matras,closed,2025-08-25 06:33:21,2025-11-07 20:08:35,"bug,pending"
langchain-ai/langgraph,5990,Inject Runtime into tools,closed,2025-08-22 11:56:59,2025-09-08 14:56:58,open-swe-max-auto
langchain-ai/langgraph,5987,DOC: support for a2a with langchain/langgraph,closed,2025-08-21 20:11:04,2025-09-10 15:21:44,documentation
langchain-ai/langgraph,5925,Langgraph postgres setup error when migrating for the first time.,open,2025-08-18 05:54:39,,"bug,pending"
langchain-ai/langgraph,5891,`TypeError: Type is not msgpack serializable: Send` occurs when using `create_react_agent` with a tool that uses `BaseStore`.,closed,2025-08-13 14:00:23,2025-10-08 01:07:45,bug
langchain-ai/langgraph,5872,Refactor create_react_agent to Enforce Structured Output in Agent Node,closed,2025-08-11 19:26:26,2025-08-22 11:52:08,
langchain-ai/langgraph,5856,useStream hook doesn't differentiate between messages from subgraphs and the main graph,open,2025-08-07 20:04:12,,enhancement
langchain-ai/langgraph,5829,DOC: Document behavior when node has both Command.goto and static edge,open,2025-08-05 13:28:53,,
langchain-ai/langgraph,5824,docs: Redirects for new docs,closed,2025-08-04 19:03:43,2025-10-16 16:55:30,
langchain-ai/langgraph,5819,httpx.ReadError not properly handled in LangGraph Python SDK,open,2025-08-04 11:42:04,,"bug,pending"
langchain-ai/langgraph,5790,"`langgraph dev` Ignores Checkpointer Configuration, Forcing In-Memory Storage and Preventing State Persistence**",closed,2025-08-01 01:22:22,2025-10-09 18:05:06,"bug,pending"
langchain-ai/langgraph,5788,Nicer configuration for tracing,closed,2025-08-01 00:10:14,2025-10-02 16:54:05,enhancement
langchain-ai/langgraph,5776,Better support for `Runtime` with tools,open,2025-07-31 14:55:24,,
langchain-ai/langgraph,5769,A JSON serializable problem on PostgresSaver,closed,2025-07-31 12:46:03,2025-10-06 18:27:45,"bug,pending"
langchain-ai/langgraph,5682,Can not stop sub graph when asyncio.CancelledError occurred,closed,2025-07-28 11:57:09,2025-09-11 23:32:42,"bug,pending"
langchain-ai/langgraph,5675,AsyncPostgresSaver  consistently fails with psycopg.AsyncPipeline [BAD] / psycopg.OperationalError: consuming input failed: SSL connection has been closed unexpectedly,open,2025-07-26 15:26:19,,"bug,pending"
langchain-ai/langgraph,5672,Run Cancellation Causes Loss of Streamed State Not Yet Persisted as a Checkpoint,open,2025-07-25 20:28:38,,"bug,pending"
langchain-ai/langgraph,5665,`with_structured_output()` schemas inside of a tool are being binded to an agent that uses that tool,closed,2025-07-25 11:15:40,2025-11-07 10:59:04,"bug,pending"
langchain-ai/langgraph,5656,TypeError: 'NoneType' object is not iterable when resume is used in thread.submit command,open,2025-07-25 01:21:02,,"bug,pending"
langchain-ai/langgraph,5633,Node name of the agent graph created by prebuilt.create_react_agent,closed,2025-07-23 15:37:33,2025-11-07 11:01:26,enhancement
langchain-ai/langgraph,5628,ERROR in pre_model_hook for condense messages,closed,2025-07-23 07:51:40,2025-11-07 12:08:22,"bug,pending"
langchain-ai/langgraph,5582,"LangGraph 0.3+ breaks the code with error: ""Each tool_result block must have a corresponding tool_use block in the previous message""",closed,2025-07-18 23:54:12,2025-11-07 12:07:16,"bug,pending"
langchain-ai/langgraph,5548,ReAct Agent doesn't throw `GraphRecursionError`,closed,2025-07-16 23:46:25,2025-11-07 12:06:31,"bug,pending"
langchain-ai/langgraph,5529,refactor(langgraph): make constants generally private with a few select exports,closed,2025-07-16 12:36:19,2025-07-16 13:27:04,
langchain-ai/langgraph,5528,Streaming from ReAct agents added as tools to a ReAct agent does not work,open,2025-07-16 11:54:01,,"bug,pending"
langchain-ai/langgraph,5526,how can create_tool_calling_agent get reasoning output?,closed,2025-07-16 10:40:14,2025-07-20 13:44:41,"bug,pending"
langchain-ai/langgraph,5504,fix(checkpoint): fix AsyncBatchedBaseStore getting stuck,closed,2025-07-14 22:12:55,2025-07-17 10:50:18,
langchain-ai/langgraph,5463,Support uv with  `langgraph dev`,open,2025-07-12 03:23:30,,"enhancement,server"
langchain-ai/langgraph,5439,refactor(uv): Migrate to UV Workspace approach,open,2025-07-10 15:53:59,,awaiting author revision
langchain-ai/langgraph,5415,fix[langgraph]: Fix error on < Python 3.11 with async context managers,closed,2025-07-09 17:23:17,2025-11-07 12:36:54,awaiting author revision
langchain-ai/langgraph,5360,POSTGRES_URI_CUSTOM Not Working with `langgraph dev`,closed,2025-07-06 05:29:58,2025-07-20 13:58:23,documentation
langchain-ai/langgraph,5321,"Recommend top level thread_id, etc in config",open,2025-07-02 20:54:36,,maintainer
langchain-ai/langgraph,5265,"UI bundler crashes under uvloop: TypeError Expected dict, got _Environ",closed,2025-06-30 10:46:49,2025-09-10 12:38:38,invalid
langchain-ai/langgraph,5254,Drop Python 3.9 support,closed,2025-06-29 16:17:01,2025-10-17 09:44:50,ci
langchain-ai/langgraph,5225,Default value of state variable not working with reducer function,open,2025-06-27 12:50:19,,"bug,help wanted"
langchain-ai/langgraph,5157,create_react_agent with `post_model_hook` - early stop on non unique tool call id,open,2025-06-22 13:41:54,,bug
langchain-ai/langgraph,5136,Feat:Add PostgresCache Store,closed,2025-06-18 08:20:46,2025-11-15 04:47:06,
langchain-ai/langgraph,5077,Pandas serialization/deserialization logic with msgpack,open,2025-06-12 13:35:59,,"enhancement,help wanted"
langchain-ai/langgraph,5071,running app using cli langgraph dev makes agent unable to call tools (bad tool name repeated),closed,2025-06-12 03:15:03,2025-11-07 12:04:04,"bug,pending"
langchain-ai/langgraph,5054,TypeError: Type is not msgpack serializable: ToolMessage,open,2025-06-11 11:42:35,,"bug,pending"
langchain-ai/langgraph,5040,remove use of `importlib.metadata` for version access,open,2025-06-10 13:49:30,,"good first issue,performance,help wanted"
langchain-ai/langgraph,5020,Enable `ty` across the repo,open,2025-06-09 15:36:30,,"code quality,type checking,help wanted"
langchain-ai/langgraph,5004,Remove postgres shallow checkpointer,closed,2025-06-09 14:18:44,2025-06-09 14:18:47,
langchain-ai/langgraph,6457,Feature proposition: Visual Representation of a Graph in a LangGraph application,open,2025-06-07 12:25:52,,
langchain-ai/langgraph,4973,🚧 LangGraph v1 roadmap – feedback wanted!,open,2025-06-05 14:41:50,,"help wanted,meta"
langchain-ai/langgraph,4956,TypeError: Type is not msgpack serializable: AIMessage,open,2025-06-04 11:02:51,,"bug,pending"
langchain-ai/langgraph,4866,Make state access for subgraphs easier from parent graph,open,2025-05-29 15:25:34,,"documentation,enhancement"
langchain-ai/langgraph,4756,create_react_agent with structured_response  omits or alters the raw LLM output despite including system prompt ,closed,2025-05-20 10:25:05,2025-11-07 11:02:25,bug
langchain-ai/langgraph,4754,create_react_agent fails with a Runnable chain supplied as the model when bind_tools gets called,closed,2025-05-20 05:53:32,2025-11-07 11:03:25,"bug,change"
langchain-ai/langgraph,6444,Resume to a specific subgraph node after interrupt,open,2025-03-27 11:53:18,,
langchain-ai/langgraph,4008,[NEW] Implement ResilientPostgresSaver for improved error handling and connection retries,open,2025-03-25 10:15:30,,awaiting author revision
langchain-ai/langgraph,3723,ModuleNotFoundError: No module named 'langgraph',closed,2025-03-06 18:05:08,2025-03-06 23:10:45,
langchain-ai/langgraph,3441,Checkpointer attempts to serialize RunnableConfig -- Object of type Foobar is not JSON serializable,closed,2025-02-14 13:50:34,2025-02-14 17:22:28,
langchain-ai/langgraph,3421,LangGraph custom auth not working for self-hosted deployment without version update,closed,2025-02-13 17:11:19,2025-02-13 19:44:20,
langchain-ai/langgraph,3275,"Interrupt using the same old question, when invoked second time.",open,2025-02-01 05:54:53,,bug
langchain-ai/langgraph,3261,LangSmith Studio does not work in Chrome due to CORS issue,closed,2025-01-31 10:04:27,2025-01-31 20:51:08,
langchain-ai/langgraph,3062,getting double repetative Output from agents tools langraph,closed,2025-01-16 09:20:44,2025-03-05 00:43:28,invalid
langchain-ai/langgraph,2920,LLM is slow within langgraph agent,closed,2025-01-02 17:40:22,2025-01-14 15:33:30,
langchain-ai/langgraph,2549,I want to deploy the langgraph platform on the intranet. Can I do this without entering the langsmith key?,closed,2024-11-27 09:55:14,2024-12-18 14:37:50,
langchain-ai/langgraph,2220,ToolNode doesn't detect `InjectedState` annotations for tools with Pydantic `args_schema`,closed,2024-10-29 19:42:33,2024-10-31 01:19:03,
langchain-ai/langgraph,1916,Validation Errors When Passing Graph State To Tools,closed,2024-09-30 18:49:56,2024-09-30 18:59:57,
langchain-ai/langgraph,1153,Ollama tool calls not working via openai proxy only when using langgraph,closed,2024-07-27 01:01:30,2025-11-07 11:45:10,bug
langchain-ai/langgraph,954,Final node doesn't wait for all other incoming nodes,closed,2024-07-08 21:49:43,2024-07-09 18:19:28,
langchain-ai/langgraph,137,How to stream token of agent response in agent supervisor?,closed,2024-02-22 17:40:04,2025-05-23 23:37:22,
openai/openai-cookbook,2263,Feedback on the Recent Safety Wrapper and Its Impact on ChatGPT (GPT-5.1),open,2025-11-30 03:23:20,,
openai/openai-cookbook,2262,Fixes the Agent SDK examples that are not working,open,2025-11-29 20:09:26,,
openai/openai-cookbook,2261,docs: add prisma postgres example,open,2025-11-28 00:42:24,,
openai/openai-cookbook,2260,Bump node-forge from 1.3.1 to 1.3.2 in /examples/voice_solutions/one_way_translation_using_realtime_api,open,2025-11-26 22:57:34,,"dependencies,javascript"
openai/openai-cookbook,2259,Fix: nbviewer does not render notebooks without any code cells correctly,open,2025-11-25 23:59:53,,
openai/openai-cookbook,2258,Minh/feedback correction,open,2025-11-25 19:29:32,,
openai/openai-cookbook,2257,HealthBench RFT - Updates to use synthetic data,closed,2025-11-24 09:30:50,2025-11-24 09:40:16,
openai/openai-cookbook,2256,GuessGuard — Modular Uncertainty Control Layer (v2.0),open,2025-11-23 18:05:48,,
openai/openai-cookbook,2254,[PROBLEM],open,2025-11-22 08:21:48,,bug
openai/openai-cookbook,2253,🙏 A note of appreciation from a user — written together with ChatGPT,open,2025-11-21 15:00:09,,
openai/openai-cookbook,2252,Update markdown headers in Realtime out-of-band transcription example…,closed,2025-11-20 23:53:48,2025-11-20 23:55:27,
openai/openai-cookbook,2251,Add gitlab example,open,2025-11-20 06:40:35,,
openai/openai-cookbook,2250,Minh/out of band transcription,closed,2025-11-20 05:22:00,2025-11-20 23:37:17,
openai/openai-cookbook,2249,[PROBLEM]„Feedback: LLM False-Recollection Phenomenon (User Trust Impact)“,open,2025-11-19 20:34:52,,bug
openai/openai-cookbook,2248,Code modernization cookbook,closed,2025-11-19 20:17:28,2025-11-19 20:28:09,
openai/openai-cookbook,2247,Code modernization cookbook,closed,2025-11-19 18:14:20,2025-11-19 18:41:56,
openai/openai-cookbook,2246,[FEATURE],open,2025-11-19 06:18:55,,
openai/openai-cookbook,2244,Add Optional “Deterministic Plan Mode” for Agent Tool Execution,open,2025-11-18 00:50:59,,
openai/openai-cookbook,2243,Fix comma in vllm sample code,open,2025-11-17 13:38:11,,
openai/openai-cookbook,2242,[FEATURE],closed,2025-11-16 21:18:18,2025-11-16 21:18:37,
openai/openai-cookbook,2241,tiktoken/core.py,open,2025-11-16 13:17:09,,
openai/openai-cookbook,2240,Bump js-yaml from 4.1.0 to 4.1.1 in /examples/mcp/building-a-supply-chain-copilot-with-agent-sdk-and-databricks-mcp/ui,open,2025-11-15 11:41:02,,"dependencies,javascript"
openai/openai-cookbook,2239,Alive AI,open,2025-11-14 00:49:57,,
openai/openai-cookbook,2238,Add coding agent with GPT-5.1 cookbook guide,closed,2025-11-13 18:31:32,2025-11-13 18:34:55,
openai/openai-cookbook,2237,5.1 fix,closed,2025-11-13 18:04:06,2025-11-13 18:05:19,
openai/openai-cookbook,2236,Add 1 liner to codex prompting guide,closed,2025-11-13 17:36:58,2025-11-13 17:38:38,
openai/openai-cookbook,2235,[docs] GPT-5.1 Prompting Guide,closed,2025-11-13 17:19:03,2025-11-13 17:43:53,
openai/openai-cookbook,2234,minor issues on model selection,closed,2025-11-12 16:24:49,2025-11-13 10:28:13,
openai/openai-cookbook,2233,[SUPPORT],open,2025-11-10 23:59:46,,support
openai/openai-cookbook,2232,yy,open,2025-11-10 16:43:19,,
openai/openai-cookbook,2231,[FEATURE],open,2025-11-10 16:42:57,,
openai/openai-cookbook,2230,[FEATURE],open,2025-11-10 16:42:52,,
openai/openai-cookbook,2229,[FEATURE],open,2025-11-10 16:42:48,,
openai/openai-cookbook,2228,拉取標誌,closed,2025-11-10 15:58:57,2025-11-15 15:12:02,
openai/openai-cookbook,2227,網狀多組合取捨機制系統-雲端拉取,closed,2025-11-10 15:54:49,2025-11-10 16:41:00,
openai/openai-cookbook,2226,(removed),open,2025-11-08 12:09:08,,
openai/openai-cookbook,2225,Update cookbook wording,open,2025-11-05 19:32:33,,
openai/openai-cookbook,2224,update code review cookbook and test agent.md,closed,2025-11-05 18:46:00,2025-11-05 19:30:47,
openai/openai-cookbook,2223,Fix typo on code-review cookbook and adjust AGENTS.md,closed,2025-11-05 16:48:21,2025-11-05 18:22:25,
openai/openai-cookbook,2222,"Broken ""View as Markdown"" link on article",open,2025-11-04 18:20:32,,bug
openai/openai-cookbook,2221,docs: explain MIT License for better clarity,open,2025-11-04 16:49:29,,
openai/openai-cookbook,2220,autonomous agent retraining cookbook v1,closed,2025-11-04 01:38:01,2025-11-07 23:47:54,
openai/openai-cookbook,2219,[FEATURE] Feature Request: User-selectable context linking between conversations in ChatGPT,open,2025-11-03 13:35:04,,
openai/openai-cookbook,2218,[PROBLEM] Guardrail output mismatch with career analysis agent,open,2025-11-01 06:40:13,,bug
openai/openai-cookbook,2217,[FEATURE],open,2025-10-31 10:26:29,,
openai/openai-cookbook,2216,fix escaped characters in sampe policy,closed,2025-10-29 12:06:16,2025-10-29 12:06:23,
openai/openai-cookbook,2215,add new safeguard guide,closed,2025-10-29 11:58:09,2025-10-29 12:00:00,
openai/openai-cookbook,2214,Feature Request: Secure Vault Connector for ChatGPT (Offline Local Storage),open,2025-10-29 11:30:39,,
openai/openai-cookbook,2213,Rename CONTRIBUTING.md to CONTRIBUTING.md..,closed,2025-10-29 03:41:16,2025-10-29 03:42:24,
openai/openai-cookbook,2212,👋Rename gpt-5_prompting_guide.ipynb to gpt-5_prompting_guide.ipynb.,open,2025-10-29 03:39:26,,
openai/openai-cookbook,2211,Enrich tag data,open,2025-10-28 21:30:55,,
openai/openai-cookbook,2210,[PROBLEM] ChatGPT references Cloudflare IPFS gateway (now discontinued),open,2025-10-28 20:39:06,,bug
openai/openai-cookbook,2208,[PROBLEM] `codex mcp` doesn't start codex CLI as an MCP server,open,2025-10-28 04:12:50,,bug
openai/openai-cookbook,2207,sudo su,open,2025-10-26 01:53:47,,
openai/openai-cookbook,2206,[FEATURE] Making of chatkit.world,open,2025-10-24 11:19:30,,
openai/openai-cookbook,2205,Fix type and add additional sections on prompt and structured outputs,closed,2025-10-24 05:39:44,2025-10-28 23:52:56,
openai/openai-cookbook,2204,sudo su && Update README.md to include 'sudo su' command,closed,2025-10-23 16:37:34,2025-10-23 19:13:42,
openai/openai-cookbook,2203,[PROBLEM] `CUDA error: device-side assert triggered` when generating responses with GPT-OSS-20B,open,2025-10-23 10:07:13,,bug
openai/openai-cookbook,2202,D'fa,open,2025-10-22 23:36:57,,
openai/openai-cookbook,2201,Build code review with codex sdk,closed,2025-10-22 04:55:08,2025-10-23 21:00:57,
openai/openai-cookbook,2200,Fix typo in Codex execution plans documentation,closed,2025-10-21 15:16:34,2025-10-23 19:14:37,
openai/openai-cookbook,2199,Fix outdated link in libraries.txt for JuliaML,closed,2025-10-21 02:37:13,2025-10-24 14:45:26,
openai/openai-cookbook,2198,Bump vite from 6.3.5 to 6.4.1 in /examples/mcp/building-a-supply-chain-copilot-with-agent-sdk-and-databricks-mcp/ui,open,2025-10-21 01:50:52,,"dependencies,javascript"
openai/openai-cookbook,2197,Add AgentKit walkthrough cookbook,closed,2025-10-16 21:11:42,2025-10-20 15:53:05,
openai/openai-cookbook,2196,Wrap codex exec plans article at 100 characters,open,2025-10-14 23:10:03,,codex
openai/openai-cookbook,2195,fix typo,closed,2025-10-14 21:14:49,2025-10-14 22:01:13,
openai/openai-cookbook,2194,small fixed to author + title,closed,2025-10-14 20:03:54,2025-10-14 20:06:01,
openai/openai-cookbook,2193,update fix bug w/ images,closed,2025-10-14 18:41:15,2025-10-14 18:51:07,
openai/openai-cookbook,2192,fix typo,open,2025-10-14 02:12:46,,
openai/openai-cookbook,2191,Mr gd crazy patch 1,closed,2025-10-11 17:26:47,2025-10-11 18:08:31,
openai/openai-cookbook,2190,byo realtime cookbook,closed,2025-10-11 08:33:45,2025-10-14 17:01:24,
openai/openai-cookbook,2189,[FEATURE],open,2025-10-11 05:27:35,,
openai/openai-cookbook,2188,Create SECURITY.md,closed,2025-10-10 14:37:14,2025-10-12 04:57:19,
openai/openai-cookbook,2187,Minor correction in session_memory.ipynb,open,2025-10-10 08:33:12,,
openai/openai-cookbook,2186,Enhance Realtime prompting guide with additional context on common tools,closed,2025-10-09 14:15:19,2025-10-09 16:37:35,
openai/openai-cookbook,2185,Document PLANS.md,closed,2025-10-08 18:13:10,2025-10-14 17:26:22,
openai/openai-cookbook,2184,Fix broken link,closed,2025-10-07 18:46:58,2025-10-07 18:50:38,
openai/openai-cookbook,2183,Fix broken links in evals cookbook,closed,2025-10-07 18:21:05,2025-10-07 18:33:02,
openai/openai-cookbook,2182,Update avatar and website url for my authors.yaml entry.,closed,2025-10-07 18:09:39,2025-10-08 19:03:38,
openai/openai-cookbook,2181,Fix links in Building_resilient_prompts_using_an_evaluation_flywheel.md,open,2025-10-07 07:21:31,,
openai/openai-cookbook,2180,Minh/sora2,closed,2025-10-06 17:58:42,2025-10-06 18:02:23,
openai/openai-cookbook,2179,Building resilient prompts with eval flywheel,closed,2025-10-06 17:28:07,2025-10-06 17:28:53,
openai/openai-cookbook,2178,Add assistant_weather_tool example: Assistants API + Open-Meteo tool,open,2025-10-06 12:48:18,,
openai/openai-cookbook,2177,docs: Simplify concurrent flow,open,2025-10-06 12:43:44,,
openai/openai-cookbook,2176,Charlie/autofix updates,closed,2025-10-04 01:15:05,2025-10-04 01:15:55,
openai/openai-cookbook,2175,Fix avatar URL,open,2025-10-03 18:49:41,,
openai/openai-cookbook,2174,Refactor to use github action,closed,2025-10-03 10:31:58,2025-10-03 19:39:29,
openai/openai-cookbook,2173,Fix images and give myself author credit,closed,2025-10-03 08:51:03,2025-10-03 16:11:17,
openai/openai-cookbook,2172,Image link fix,closed,2025-10-02 18:50:01,2025-10-02 19:08:27,
openai/openai-cookbook,2167,Add Roundtable MCP Server Example - Unified AI Assistant Management,open,2025-09-30 08:14:20,,Stale
openai/openai-cookbook,2166,Suggestion: add beginner example in Python,open,2025-09-29 21:37:16,,Stale
